"osm_id";"code";"fclass";"name";"website";"webiste2";"descr_ger";"descr_eng";"maps";"mapcategory";"lon";"lat"
"269452007";2307;"seasonal";"Maincafé";"https://maincafe.net/";"https://maincafe.net/";"Bagel, leichte Speisen und Bier auf einer sonnengeschützten Terrasse im Park mit Blick auf den Main";"Bagels, light meals and beer on a sun-protected terrace in the park with a view of the River Main";"https://goo.gl/maps/UWtEvzeMLL8EhWLx7";"seasonal";8.67596739967581;50.1049149000027
"4331402408";2305;"seasonal";"Citybeach Frankfurt";"https://citybeach-frankfurt.de/";"https://www.instagram.com/citybeachfrankfurt/";"Lebhafte Rooftop-Lounge mit Pool, künstlichem Strand und Stadtblick sowie Angebot an Burgern, Fingerfood und Getränken";"Lively rooftop lounge with pool, artificial beach and city views, offering burgers, finger food and drinks";"https://goo.gl/maps/to8VVFQYUReaZmW49";"seasonal";8.68453239985041;50.1137170999642
NA;0;"seasonal";"Yachtklub";"https://yachtklub.de/";"https://www.instagram.com/yachtklub_ffm/";"Tapas und Getränke sowie regelmäßige Livemusik und DJs in einem Bootshaus mit Holzterrasse auf dem Main";"Tapas and drinks, live music and DJs in a boathouse with a wooden terrace on the Main River";"https://g.page/Yachtklub-Frankfurt?share";"seasonal";8.68824346716042;50.1076438927068
NA;0;"seasonal";"Gibson Beach Club";"https://gibson-club.de/beach-club/";"https://www.instagram.com/gibsonclub_beach/";"Beachclub mitten in der Stadt";"Beach club in the middle of the city";"https://goo.gl/maps/XUP2G7fSK5oeexv48";"seasonal";8.67232268322047;50.1147556035163
NA;0;"seasonal";"Orange Beach";"http://www.orangebeach-frankfurt.de/";NA;"Direkt am Mainufer. Nur Barzahlung möglich";"Directly by the Main river, payment only in cash";"https://goo.gl/maps/eShsYK7m3HmeVy5u5";"seasonal";8.63006137916247;50.0900607962682
NA;0;"store";"Rewe";NA;NA;"Supermarkt";"Supermarket";"https://goo.gl/maps/9fwPPMFNT4tKjtcm9";"stores";8.66385583275587;50.1088809289476
NA;11;"store";"Tegut";NA;NA;"Supermarkt";"Supermarket";"https://goo.gl/maps/4WcCVgM66gftKwVBA";"stores";8.6670076829923;50.1082068939053
NA;0;"store";"DM";NA;NA;"Drogerie";"Drugstore";"https://goo.gl/maps/TQWZzLNBuaw8LpWV6";"stores";8.66635790628056;50.1076480859332
NA;0;"store";"Rossmann";NA;NA;"Drogerie";"Drugstore";"https://goo.gl/maps/ostoZtbj5FmFBCMj7";"stores";8.66779174689114;50.108414822453
NA;0;"store";"Rewe to go";NA;NA;"Supermarkt, Sonntags geöffnet";"Supermarket, open on Sundays";"https://goo.gl/maps/FqyJdAs86kEGUaB4A";"stores";8.66922125565698;50.1087570381879
NA;0;"store";"Post Office";NA;NA;"Post-Filiale im Kiosk";"The post office is inside of a kiosk";"https://goo.gl/maps/AMbLF6BG11T4G9RFA";"stores";8.66859313816896;50.1082545441975
NA;0;"store";"7 Days";NA;NA;"Geschäft für Lebensmittel aus Indien und Bangladesh";"Shop for food from India and Bangladesh";"https://goo.gl/maps/dHd95i2G8u1DqCd8A";"stores";8.66867819855279;50.106260684759
NA;0;"activity";"Pintoyo Kreativwerkstatt";"http://www.pintoyo.de/";NA;"Das Pintoyo ist eine Kreativwerkstatt rund um das Thema Keramik, in der ihr auch selber kreativ werden könnt";"The Pintoyo is a creative workshop on the subject of ceramics, where you can also get creative yourself";"https://g.page/Pintoyo?share";"activities";8.70735483486789;50.1287756019523
NA;0;"activity";"Palmengarten";"https://www.palmengarten.de/";NA;"Weitläufiger, botanischer Garten aus dem 19. Jahrhundert mit Palmen- & Orchideenausstellung in Gewächshäusern";"Extensive 19th century botanical garden with palm & orchid exhibition in greenhouses";"https://goo.gl/maps/pjUuSeH7KY9sT5e36";"activities";8.65599495558778;50.1228647149899
NA;0;"activity";"Flea Market Frankfurt";"https://www.hfm-frankfurt.de/flohmaerkte";NA;"Jeden zweiten Samstag zwischen 9:00 und 14:00 Uhr lädt der Frankfurter Flohmarkt zur „Schnäppchenjagd“ an den Schaumainkai ein";"Every second Saturday between 9:00 a.m. and 2:00 p.m., the Frankfurt flea market invites you to \" hunt for bargains\" at Schaumainkai";"https://goo.gl/maps/G7fp25DMAH5WuXkZ8";"activities";8.67856143321334;50.1059360826308
NA;0;"activity";"WoodCutter Urban Axe Throwing";"https://woodcutter.de/";NA;"Dem Stress der Stadt entfliehen und einfach mal ein paar Äxte werfen";"Escape the stress of the city and experience the thrill of throwing axes at wooden targets whilst enjoying a drink with your friends";"https://goo.gl/maps/Kc5aB8ywAR5av9357";"activities";8.68569138131373;50.1136785587224
NA;0;"activity";"MAIN TOWER";"https://www.maintower.de/";NA;"Frankfurts höchster Aussichtspunkt, Eintritt kostet um die 6€";"Frankfurt's highest lookout point, entrance costs around 6€";"https://goo.gl/maps/YHwECTXBWjTGobNp7";"activities";8.67227010374449;50.1124567932716
NA;0;"activity";"Frankfurt on Foot Walking Tours";"http://www.frankfurtonfoot.com/";NA;"Stadtrundgänge auf Englisch";"Walking tours in English";"https://g.page/frankfurt-on-foot-walking-tours?share";"activities";8.68216962328107;50.1107837803396
NA;0;"activity";"Free Alternative Walking Tour";"http://alternative-walking-tour.com/";NA;"Kostenlose öffentliche Stadtrundgänge in Englisch und Spanisch";"Free public walking tours in English and Spanish";"https://g.page/Frankfurt-Free-Tour?share";"activities";8.68207624333324;50.1100723140704
NA;0;"activity";"Paulskirche";"https://frankfurt.de/frankfurt-entdecken-und-erleben/sehenswuerdigkeiten/fuer-historisch-interessierte/paulskirche";NA;"Backsteinkirche, Denkmal zum Beginn der deutschen Demokratie, heute finden hier Konzerte, Ausstellungen statt";"Brick church, monument to the beginning of German democracy";"https://goo.gl/maps/YmsmkRhsJNNLPbMj7";"activities";8.68078476530469;50.1110983818305
NA;0;"activity";"Ebbelwei-Express";"https://www.ebbelwei-express.de/";NA;"Frankfurter Straßenbahn-Sigthseeing mit Apfelwein. Fahrkarten können in der Straßenbahn gekauft werden (8€)";"Frankfurt tram sigthseeing with Apfelwein. Tickets (8€) can be purchased on the tram";"https://goo.gl/maps/E5V1G1KK2sHU85AQ7";"activities";8.66638306007306;50.1069344172122
NA;0;"activity";"Schwarzlichthelden Minigolf";"https://www.schwarzlichthelden.de/";NA;"Indoor Minigolf-Anlage mit Schwarzlicht und Graffiti";"Indoor minigolf course with black light and graffiti";"https://goo.gl/maps/ayJsqkQBGbqBDoWSA";"activities";8.70289400249873;50.1235358598512
NA;0;"activity";"Room Fox Escape Room";"http://www.room-fox.de/";NA;"Filmreife Abenteuer in vier verschiedenen Escape-Rooms";"Cinematic adventures in four different Escape Rooms";"https://goo.gl/maps/7Q2BAjXJmBQRSEWC6";"activities";8.66872296014011;50.1066340709997
NA;0;"activity";"The Great Escape Frankfurt";"http://www.escapefrankfurt.de/";NA;"Spannende Rätsel und bahnbrechende Technik im Escape Room für kleine und große Gruppen";"Exciting puzzles and groundbreaking technology in the Escape Room for small and large groups";"https://g.page/The-Great-Escape-Frankfurt?share";"activities";8.74485070516214;50.1238418472643
NA;0;"activity";"Secret Escape Game";"http://secretescapegame.com/";NA;"Detektiv- und Exit-Spielräume mit Rätselspaß und Abenteuer im Herzen von Frankfurt";"Detective and exit game rooms with puzzle fun and adventure in the heart of Frankfurt";"https://goo.gl/maps/6HBuQPrvR7vWJQsX8";"activities";8.67760442118446;50.1118542816331
NA;0;"activity";"Rebstock Bowling";"https://www.rebstock-bowling.de/";NA;"Bowlinganlage am Rebstockpark";"Bowling alley at Rebstockpark";"https://goo.gl/maps/wAgLDSzCfU2Kcuc98";"activities";8.60919038062084;50.1072375235101
NA;0;"activity";"Bowling World Frankfurt";"https://frankfurt.bowlingworld.de/";NA;"Unterhaltungszentrum mit Bowlingbahnen, Billardtischen & Sportbar mit Fernsehern";"Entertainment center with bowling alleys, pool tables & sports bar with TVs";"https://goo.gl/maps/5tS2WyQS5o4jXSjy6";"activities";8.66223584565725;50.1641928303039
NA;0;"activity";"Eissporthalle Frankfurt";"https://www.eissporthalle-ffm.de/";NA;"Winterlicher Spaß für die ganze Familie in der großen Eissport- und Eishockeyhalle mit Curlingbahn";"Winter fun for the whole family in the large ice sports and ice hockey hall with curling rink";"https://goo.gl/maps/C5emdpDt31jHehLL6";"activities";8.7227879946647;50.1254392427361
NA;0;"activity";"LaserTag Frankfurt-Ost";"https://www.lasertag-frankfurt.de/";NA;"Lasertag-Halle im Frankfurter Osten";"Laser tag hall in the East of Frankfurt";"https://g.page/LaserTag-Frankfurt?share";"activities";8.71044739083439;50.1151643032672
NA;0;"activity";"Primus Line River Cruise";"https://www.primus-linie.de/";NA;"Bootstouren auf dem Main mit fünf Anlegeplätzen. Die Schiffe liegen am Anleger Eiserner Steg (Mainkai) auf der rechten Mainseite (Römer Seite)";"Boat tours on the Main River with five berths. The boats are moored at the Eiserner Steg (Mainkai) pier on the right side of the Main (Römer side)";"https://goo.gl/maps/sThuLVj8rewWcXmJ6";"activities";8.68206726983285;50.108923143476
NA;0;"activity";"Hop on - Hop off Frankfurt Bus Tour";"https://www.frankfurt-sightseeing.com/de";NA;"Stadtrundfahrt durch Frankfurt in Panorama-Doppeldeckerbussen. Nächster Einstieg am Hauptbahnhof";"City tour of Frankfurt in panoramic double-decker buses. Nearest access at the main station";"https://goo.gl/maps/95xoTDqhbY1h6ZVH8";"activities";8.66464435062043;50.1065372533448
NA;0;"parking";"Hauptbahnhof Tiefgarage";NA;NA;NA;NA;"https://goo.gl/maps/ns6jpDWeonBhnmFh8";"parking";8.66177277467523;50.1078045153373
NA;0;"parking";"Holiday Inn";NA;NA;NA;NA;"https://goo.gl/maps/PAXiFDauD5tH7Rdf8";"parking";8.66562364277473;50.11092298583
NA;0;"parking";"Westend";NA;NA;NA;NA;"https://goo.gl/maps/erb1rVSugL4nS6nK6";"parking";8.66191423417954;50.1108968923599
NA;0;"parking";"Am Theater";NA;NA;NA;NA;"https://goo.gl/maps/sjcSX5NekMqFU9vH6";"parking";8.67354096476836;50.1072163032018
NA;0;"misc";"Universitätsklinikum";"https://www.kgu.de/";NA;"Frankfurts größtes Krankenhaus";"Frankfurt's largest hospital";"https://goo.gl/maps/dtpmVBptJgWLerfe6";"miscellaneous";8.66069850013471;50.0948548015645
NA;0;"misc";"Ärztehaus";"http://www.mainfacharzt.de/";NA;"Facharztpraxis";"Specialised medical practice";"https://goo.gl/maps/Yc1nsHkswGYiSE1L6";"miscellaneous";8.67002709395914;50.1089529732123
